Gene	PDX080	PDX085	PDX090	PDX089	PDX092	PDX323	PDX641	PDX644
MIR1908	1	0	0	2	1	1	1	1
MIR1909	0	0	0	0	0	0	0	0
MIR190A	0	0	1	0	2	2	1	0
MIR190B	0	0	0	0	0	0	0	0
MIR191	4	2	1	5	0	2	3	4
MIR1910	0	4	0	3	0	1	0	0
MIR1911	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0
MIR1913	0	0	0	1	0	1	1	0
MIR1914	0	0	2	1	2	2	1	2
MIR1915	0	0	0	0	0	0	0	0
MIR192	0	0	0	0	0	0	0	0
MIR193A	13	10	14	16	1	6	8	5
MIR193B	0	0	1	0	0	1	1	1
MIR194-1	0	0	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0	0	0
MIR196A1	0	0	0	0	0	0	0	0
MIR196A2	2	5	4	4	4	2	7	6
MIR196B	0	0	0	0	0	0	0	0
MIR197	6	3	3	10	6	5	2	4
MIR1972-1	0	0	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0	0	0
MIR1976	0	0	0	1	2	0	0	0
MIR198	0	0	0	0	0	0	0	0
MIR199A1	0	0	0	0	0	0	0	0
MIR199B	0	0	0	0	0	0	0	0
MIR19B1	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0
MIR200A	1	0	4	5	4	5	2	3
MIR200B	2	0	0	1	2	0	2	0
MIR200C	0	0	0	0	0	0	0	0
MIR202	0	0	0	0	0	0	0	0
MIR203A	0	0	0	0	1	0	0	0
MIR203B	0	0	1	0	0	0	1	0
MIR204	0	0	0	0	0	0	0	0
MIR205	24	24	4	13	11	11	4	1
MIR2052	0	0	5	6	5	0	2	2
MIR2052HG	56	54	195	172	95	87	44	35
MIR2053	0	0	0	0	0	0	0	0
MIR2054	0	0	0	0	0	0	0	0
MIR205HG	133	72	42	96	56	84	19	12
MIR206	0	0	0	0	0	0	0	0
MIR208A	0	0	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0
MIR21	16	6	0	23	11	13	14	10
MIR210	0	0	0	0	0	0	0	0
MIR210HG	35	40	81	156	138	105	86	34
MIR211	0	0	0	0	0	0	0	0
MIR2110	0	0	0	0	0	0	0	0
MIR2113	0	0	0	0	0	0	0	0
MIR2114	1	0	2	1	1	0	0	0
MIR2116	0	0	1	0	0	0	0	1
MIR2117	0	0	0	0	0	0	0	0
MIR212	1	1	0	0	0	1	1	0
MIR215	0	0	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0	1	2
MIR218-2	0	0	0	1	0	0	1	0
MIR219A1	0	3	1	0	2	1	0	0
MIR219A2	0	0	0	0	0	0	0	0
MIR219B	0	0	1	1	1	0	0	0
MIR22	0	0	0	0	0	0	0	0
MIR221	0	0	0	0	0	0	0	0
MIR222	0	0	0	0	0	0	0	0
MIR223	0	0	0	0	0	0	0	0
MIR2276	0	0	0	0	0	1	0	0
MIR2277	0	0	0	0	0	0	0	0
MIR2278	6	3	9	6	10	6	5	2
MIR22HG	78	91	169	236	222	192	141	122
MIR2355	6	7	9	7	21	11	4	3
MIR2392	0	0	0	0	0	0	0	0
MIR23B	29	16	24	27	23	30	39	30
MIR23C	1	0	0	0	3	1	1	0
MIR2467	0	1	8	9	1	1	0	0
MIR25	6	7	6	7	6	5	7	6
MIR2681	0	0	0	0	0	0	0	0
MIR2682	0	0	0	0	0	0	0	0
MIR26A1	2	0	0	1	0	0	1	0
MIR26A2	4	1	2	2	1	0	1	1
MIR26B	6	0	3	4	3	2	5	4
MIR2909	5	8	9	6	5	6	4	3
MIR296	0	0	0	0	0	0	0	0
MIR298	0	0	0	0	0	0	0	0
MIR299	0	0	0	0	0	0	0	0
MIR29A	2	0	0	0	0	0	0	0
MIR29B1	1	0	0	0	0	0	0	0
MIR29C	250	205	198	268	275	257	431	237
MIR300	0	0	0	0	0	1	0	0
MIR301A	6	4	2	0	3	10	5	7
MIR301B	1	1	0	0	0	0	0	0
MIR302B	0	0	0	0	0	0	0	0
MIR302F	0	0	0	0	0	0	0	0
MIR3064	155	164	144	180	255	199	261	180
MIR3065	0	0	1	0	0	1	0	0
MIR3074	0	0	0	0	0	1	0	0
MIR30A	9	10	3	1	4	0	1	0
MIR30B	2	7	1	0	5	7	0	1
MIR30C1	1	0	1	0	2	0	0	0
MIR30C2	5	5	0	2	0	0	0	0
MIR30D	1	2	0	2	3	1	2	0
MIR30E	0	1	0	0	0	1	2	0
MIR31	0	0	0	0	0	0	0	0
MIR3115	0	1	2	1	3	5	1	0
MIR3117	0	0	0	0	0	0	0	0
MIR3119-1	0	0	0	0	0	0	0	0
MIR3119-2	0	0	0	0	0	0	0	0
MIR3120	1	0	1	0	0	0	4	0
MIR3121	0	1	2	1	2	0	1	1
MIR3122	4	1	0	0	1	0	0	2
MIR3123	0	0	0	0	1	0	0	0
MIR3124	0	1	0	1	3	1	1	1
MIR3125	0	0	0	0	0	1	0	0
MIR3126	0	1	0	0	0	0	0	0
MIR3127	1	0	1	1	0	1	0	1
MIR3128	1	0	0	0	0	0	3	0
MIR3129	0	0	0	0	0	0	0	0
MIR3130-1	0	0	0	0	0	0	0	0
MIR3130-2	0	0	1	0	0	0	0	0
MIR3131	0	0	0	0	0	0	0	0
MIR3132	0	0	3	3	0	1	1	0
MIR3134	2	8	4	3	7	2	4	3
MIR3136	2	3	1	4	1	2	4	0
MIR3138	1	1	1	0	0	1	0	0
MIR3140	4	5	10	5	10	5	2	2
MIR3141	0	0	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0	0	0
MIR3143	6	2	1	2	2	0	1	2
MIR3145	0	0	1	0	1	1	0	0
MIR3146	2	2	0	2	1	2	0	0
MIR3147	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0
MIR3150A	1	0	0	0	0	0	0	0
MIR3150B	0	0	0	0	0	0	0	0
MIR3151	0	0	0	0	0	0	2	0
MIR3152	0	0	0	0	0	0	0	0
MIR3153	6	9	8	7	5	1	3	6
MIR3154	0	0	0	0	0	0	0	0
MIR3155A	0	0	0	1	1	1	0	0
MIR3155B	0	0	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0	0	0
MIR3156-2	0	1	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0
MIR3157	10	7	6	4	2	3	5	0
MIR3158-1	0	0	0	0	0	0	0	0
MIR3158-2	0	0	1	0	1	0	0	0
MIR3160-1	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0
MIR3162	0	0	0	5	1	0	0	1
MIR3165	0	1	1	3	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0	0	0
MIR3170	1	1	0	2	1	1	0	0
MIR3173	0	3	3	3	1	0	2	2
MIR3175	13	4	3	2	2	3	1	1
MIR3176	0	0	2	4	0	2	0	2
MIR3177	1	0	2	0	2	0	0	2
MIR3178	0	0	1	0	2	0	0	0
MIR3179-2	0	0	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0	0	0
MIR3180-4	0	1	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0	0	0
MIR3182	0	0	0	0	0	0	0	0
MIR3183	1	1	1	0	0	1	0	0
MIR3184	0	0	0	0	0	0	0	0
MIR3185	0	0	0	0	0	0	0	0
MIR3186	0	0	0	0	0	0	0	0
MIR3187	0	2	4	0	1	0	0	0
MIR3188	1	1	0	2	1	1	1	0
MIR3189	1	2	0	1	0	0	0	0
MIR3190	1	2	1	0	3	0	1	0
MIR3191	0	2	0	1	0	0	0	0
MIR3192	9	0	5	0	4	4	2	4
MIR3193	0	0	0	0	0	0	0	0
MIR3194	0	0	0	0	0	0	0	1
MIR3196	0	0	0	0	0	0	0	0
MIR3197	0	0	0	0	0	0	0	0
MIR3198-1	0	0	2	1	0	0	0	0
MIR3198-2	0	0	0	0	0	0	0	0
MIR3199-1	0	0	0	0	0	0	0	0
MIR3199-2	0	1	1	0	2	2	0	0
MIR31HG	0	0	0	0	0	0	0	0
MIR32	3	4	2	4	3	2	2	3
MIR3200	0	0	1	0	0	1	1	0
MIR3201	0	0	0	0	0	0	0	0
MIR3202-1	0	0	0	2	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0
MIR320A	0	2	1	1	0	1	0	0
MIR320B1	0	0	0	0	0	0	0	0
MIR320B2	1	3	3	6	2	5	3	3
MIR320C1	0	0	1	0	0	0	0	0
MIR320C2	0	0	0	0	0	0	0	0
MIR320D1	1	1	0	1	1	3	1	2
MIR320D2	0	0	0	0	0	0	0	0
MIR320E	1	0	0	1	1	1	1	2
MIR323A	0	0	0	1	0	0	0	1
MIR323B	0	0	0	0	0	0	0	0
MIR324	1	0	0	1	1	0	0	0
MIR326	0	2	2	4	1	0	2	0
MIR328	0	0	0	0	0	1	0	0
MIR329-1	0	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0
MIR330	0	1	1	0	0	0	0	0
MIR331	2	2	4	0	0	8	2	1
MIR335	6	7	7	9	6	5	0	1
MIR337	0	0	0	0	0	0	0	0
MIR338	0	1	0	0	0	0	2	0
MIR339	0	0	0	0	0	0	0	1
MIR33A	1	0	1	0	0	1	0	0
MIR33B	3	2	2	7	5	7	0	0
MIR340	1	5	1	2	1	0	5	2
MIR345	0	1	2	3	5	7	6	3
MIR346	0	0	0	0	0	0	0	0
MIR34A	0	0	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0
MIR3605	2	0	3	6	5	3	1	1
MIR3606	0	0	0	0	0	0	0	0
MIR3607	10	13	5	12	14	9	20	16
MIR3609	120	76	53	67	115	66	16	23
MIR3610	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0	0
MIR3613	0	1	2	2	0	1	1	0
MIR3614	0	0	0	0	0	0	0	0
MIR3615	0	0	0	0	0	0	0	0
MIR3616	0	0	0	0	0	0	0	0
MIR3618	0	0	0	0	0	0	0	0
MIR3619	6	4	8	11	6	5	3	2
MIR362	0	0	0	0	0	0	0	0
MIR3620	0	0	0	0	0	0	0	1
MIR3621	1	0	0	0	0	0	0	0
MIR3622A	0	0	2	0	1	2	0	0
MIR3622B	0	0	0	0	0	0	0	0
MIR363	0	0	0	0	0	0	0	0
MIR3646	0	0	0	0	1	1	0	0
MIR3648-1	9818	9710	11004	20225	13286	11559	5230	4973
MIR3649	0	0	0	0	0	0	0	0
MIR3650	0	0	0	0	0	0	0	0
MIR3652	0	0	0	0	0	0	0	0
MIR3653	18	6	6	6	9	7	7	1
MIR3656	0	0	0	1	0	0	0	0
MIR3658	0	0	0	0	0	0	0	0
MIR3659	1	2	2	1	2	0	0	0
MIR365A	1	4	8	4	3	3	3	2
MIR365B	18	19	13	27	15	14	4	2
MIR3660	0	0	0	0	0	0	0	0
MIR3661	2	5	1	3	2	4	1	1
MIR3662	6	5	4	2	10	8	10	4
MIR3663	0	0	0	0	0	0	0	0
MIR3664	0	0	0	1	0	0	0	0
MIR3665	0	0	2	0	1	2	0	0
MIR3666	0	0	0	1	0	1	0	0
MIR3668	0	0	0	0	0	0	0	0
MIR3671	4	4	3	5	3	5	9	3
MIR3675	0	0	0	0	0	0	0	0
MIR3677	1	1	0	3	4	2	4	2
MIR3678	0	0	0	0	0	0	0	0
MIR3679	0	1	9	6	6	7	1	2
MIR3682	2	6	7	7	2	4	3	1
MIR3684	2	3	4	4	3	8	2	1
MIR3685	1	1	2	2	6	1	0	3
MIR3687-1	2992	2571	2776	5648	3643	2617	1076	950
MIR3688-1	0	0	0	0	0	0	0	0
MIR3688-2	1	0	1	3	1	4	0	0
MIR3689A	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0
MIR3691	1	2	4	9	4	2	1	0
MIR3692	0	0	0	0	0	0	0	0
MIR3714	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0
MIR372	0	0	0	0	0	0	0	0
MIR373	0	0	0	0	0	0	0	0
MIR374A	2	3	2	2	4	6	4	2
MIR374B	16	12	18	33	37	20	21	14
MIR374C	0	0	0	0	0	0	0	0
MIR375	3	0	7	5	4	9	10	9
MIR376A1	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0
MIR378C	0	0	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0	0	0
MIR378D2	2	4	1	1	2	3	3	1
MIR378E	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0
MIR379	0	0	0	0	0	0	0	0
MIR380	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0
MIR382	0	0	2	1	1	0	0	0
MIR383	0	0	0	0	0	0	0	0
MIR384	0	0	0	0	0	0	0	0
MIR3907	0	0	0	0	0	0	0	0
MIR3908	0	0	0	0	0	0	0	0
MIR3909	0	1	2	0	2	1	1	2
MIR3910-1	0	0	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0	0	0
MIR3911	1	0	2	1	4	2	1	1
MIR3912	1	6	1	3	2	2	2	2
MIR3913-1	0	0	0	0	0	0	1	1
MIR3913-2	0	0	0	0	0	0	0	0
MIR3914-1	0	0	1	0	0	0	0	0
MIR3914-2	0	0	0	0	0	0	0	0
MIR3916	188	143	224	226	252	202	137	109
MIR3917	0	0	0	0	0	0	0	0
MIR3918	1	4	3	1	7	8	0	0
MIR3919	12	11	2	1	0	2	1	3
MIR3920	0	0	0	0	1	0	1	0
MIR3921	0	0	0	0	0	0	0	0
MIR3922	0	0	0	0	0	0	0	0
MIR3924	0	0	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0	0	0
MIR3926-1	0	1	1	0	0	1	0	0
MIR3926-2	0	0	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0	0	0
MIR3935	6	4	11	10	8	4	2	3
MIR3936	7	14	8	11	16	10	29	15
MIR3938	0	1	1	2	1	2	1	0
MIR3939	2	0	1	2	0	0	0	1
MIR3940	1	0	0	0	0	0	0	0
MIR3941	0	3	0	2	3	1	2	1
MIR3942	19	17	13	17	14	14	8	12
MIR3943	0	0	0	0	0	0	0	0
MIR3944	0	0	0	0	2	0	0	3
MIR3945	0	0	0	0	0	0	0	0
MIR3945HG	0	0	1	0	0	0	0	0
MIR3960	5	4	4	3	10	9	7	5
MIR3973	5	3	4	6	4	3	2	1
MIR3974	0	0	0	0	0	0	0	0
MIR3975	4	5	6	3	7	7	6	3
MIR3976	0	0	0	0	0	0	0	0
MIR3976HG	0	0	0	0	0	1	0	0
MIR3977	0	0	0	0	0	0	0	0
MIR3978	1	0	2	0	1	1	1	1
MIR409	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0
MIR421	24	27	50	35	49	41	38	18
MIR423	16	14	11	16	8	7	12	13
MIR424	0	0	5	11	11	11	9	4
MIR425	1	0	3	1	3	2	2	4
MIR4251	0	0	0	0	0	0	0	0
MIR4252	0	0	0	0	0	0	0	0
MIR4253	0	0	1	0	0	0	0	0
MIR4254	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0
MIR4256	0	0	1	0	0	0	0	0
MIR4257	0	0	0	0	0	0	0	0
MIR4258	1	5	0	2	1	1	1	2
MIR4260	0	0	0	0	0	0	0	0
MIR4261	0	0	0	0	0	0	0	0
MIR4262	0	0	0	0	0	0	0	0
MIR4263	0	2	0	1	1	1	4	1
MIR4264	0	0	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0	0	0
MIR4267	0	0	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0
MIR4270	1	0	0	1	0	0	0	0
MIR4271	0	0	0	0	0	0	0	0
MIR4272	0	0	0	0	0	0	0	0
MIR4273	0	0	0	0	0	0	0	0
MIR4274	0	0	0	0	0	0	0	0
MIR4275	0	0	0	0	0	0	0	0
MIR4276	0	0	0	0	1	0	0	0
MIR4277	0	0	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0	0	0
MIR4279	0	0	0	0	0	0	0	0
MIR4280	0	0	1	1	0	0	0	0
MIR4281	0	0	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0	0	0
MIR4283-1	0	0	0	0	0	0	0	0
MIR4284	0	0	0	0	0	0	0	0
MIR4285	0	0	0	1	2	3	0	0
MIR4287	0	0	0	0	0	0	0	0
MIR4288	0	1	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0
MIR429	0	2	1	1	5	4	5	1
MIR4290	0	0	0	0	0	0	0	0
MIR4290HG	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0
MIR4292	1	2	8	5	8	8	8	5
MIR4294	0	0	0	0	0	0	0	0
MIR4295	0	1	1	3	3	4	4	0
MIR4296	2	0	3	4	0	5	3	1
MIR4297	0	0	0	0	0	0	0	0
MIR4298	0	0	0	0	0	0	0	0
MIR4299	0	0	2	0	0	0	0	0
MIR4300	2	3	0	1	1	1	0	0
MIR4301	0	0	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	0	0	0
MIR4306	0	0	1	1	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0	0	0
MIR431	0	0	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0	0	0
MIR4311	0	0	0	0	0	0	0	0
MIR4312	1	3	1	9	2	4	1	0
MIR4313	1	0	0	0	0	0	0	0
MIR4314	0	0	0	0	0	0	0	0
MIR4315-1	0	0	1	1	0	0	1	1
MIR4316	0	0	0	0	0	0	0	0
MIR4317	0	0	0	0	0	0	0	0
MIR4318	1	1	1	0	0	0	0	0
MIR4319	0	0	0	0	0	0	0	0
MIR432	0	0	0	0	0	0	0	0
MIR4320	2	3	14	17	9	8	7	2
MIR4321	0	0	0	0	0	0	0	0
MIR4322	0	0	0	0	0	0	0	0
MIR4323	0	0	0	0	0	0	0	0
MIR4324	0	0	0	1	0	0	0	0
MIR4325	0	0	0	0	0	0	0	0
MIR4326	2	0	0	1	1	3	0	0
MIR4327	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0
MIR4329	0	0	0	0	0	0	0	0
MIR433	0	0	0	1	1	0	0	0
MIR4330	0	0	0	0	0	0	0	0
MIR4417	0	0	0	0	0	0	0	0
MIR4420	0	0	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0	0	0
MIR4423	0	0	0	0	0	0	0	0
MIR4424	0	1	1	1	0	1	1	0
MIR4427	1	1	1	0	1	0	0	1
MIR4429	0	0	0	1	2	0	0	0
MIR4432	0	0	0	0	0	0	0	0
MIR4434	1	1	0	1	1	1	1	1
MIR4435-1	0	0	0	0	0	0	0	0
MIR4435-2HG	4	2	1	1	3	1	11	5
MIR4436A	0	0	0	0	0	0	0	0
MIR4436B1	0	0	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0	0	0
MIR4439	2	0	2	4	0	1	0	1
MIR4440	0	0	0	0	0	0	0	0
MIR4441	0	1	1	1	0	1	1	0
MIR4442	0	0	0	0	0	0	0	0
MIR4443	0	0	0	0	0	0	0	0
MIR4444-1	0	0	0	0	0	0	0	0
MIR4446	1	1	0	2	1	0	0	0
MIR4449	194	94	55	110	129	95	15	12
MIR4450	0	0	0	0	0	0	0	0
MIR4451	0	0	0	2	0	0	1	1
MIR4454	0	0	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0	0	0
MIR4458	0	0	0	0	0	0	0	0
MIR4458HG	0	0	0	0	0	1	0	0
MIR4460	0	0	0	0	0	0	0	0
MIR4461	0	0	0	0	0	2	1	1
MIR4462	0	0	0	0	0	0	0	0
MIR4464	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	0	0
MIR4467	2	0	0	1	0	0	0	0
MIR4468	0	0	0	0	0	0	0	0
MIR4469	3	0	1	4	4	1	4	4
MIR4470	0	0	0	0	0	0	0	0
MIR4471	0	0	0	0	0	0	0	0
MIR4472-1	0	0	0	0	1	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0
MIR4473	1	2	0	0	3	2	0	1
MIR4474	0	1	0	0	0	0	0	0
MIR4475	0	0	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0	0	0
MIR4478	0	0	0	0	0	0	0	0
MIR4479	0	0	0	1	0	0	0	0
MIR448	0	0	0	0	0	0	0	0
MIR4480	1	5	1	1	1	1	0	1
MIR4482	0	5	6	1	7	5	6	4
MIR4483	0	0	0	0	0	0	0	0
MIR4484	0	0	0	0	0	0	0	0
MIR4486	0	0	0	2	0	0	0	0
MIR4488	0	0	0	0	0	0	1	0
MIR4489	0	0	0	0	1	0	0	0
MIR4490	0	0	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0	0	0
MIR4492	0	0	3	1	0	0	0	1
MIR4493	0	0	0	0	0	0	0	0
MIR4497	0	0	0	0	0	0	0	0
MIR4498	0	1	0	0	0	0	0	1
MIR4499	0	0	0	0	0	0	0	0
MIR449A	0	0	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0
MIR4500	1	0	0	0	0	0	0	0
MIR4500HG	1	1	4	1	2	2	0	0
MIR4503	0	1	0	0	0	0	0	0
MIR4505	0	0	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0	0	0
MIR450A1	0	0	0	1	3	5	3	2
MIR450A2	2	1	7	5	4	6	3	5
MIR450B	0	1	4	1	4	7	2	2
MIR4510	0	0	0	0	0	0	0	0
MIR4511	0	1	1	2	0	0	0	0
MIR4513	0	1	1	0	0	0	0	0
MIR4514	1	0	1	0	0	0	0	0
MIR4515	0	0	0	0	0	0	1	0
MIR4516	0	0	0	0	0	0	0	0
MIR4517	0	0	0	0	0	0	0	0
MIR4518	0	0	0	1	1	0	0	0
MIR4519	3	1	1	1	0	0	0	0
MIR451A	0	0	0	0	0	0	0	0
MIR451B	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0
MIR4520-1	0	0	0	0	0	0	0	0
MIR4520-2	0	2	0	2	2	1	1	1
MIR4521	58	114	74	83	84	80	70	96
MIR4522	0	0	0	0	0	0	0	0
MIR4523	29	27	15	36	31	24	42	21
MIR4524A	1	1	2	1	0	3	0	0
MIR4524B	0	0	0	0	0	0	0	0
MIR4526	2	1	1	3	1	1	3	1
MIR4529	0	0	0	0	0	0	0	0
MIR4530	0	0	0	0	0	0	0	0
MIR4531	0	0	0	0	0	0	0	0
MIR4532	0	0	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0
MIR4534	1	2	2	3	0	2	0	1
MIR4535	0	0	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0	0	0
MIR454	1	5	3	2	3	0	5	1
MIR4540	0	0	0	0	0	0	0	0
MIR455	0	0	1	1	0	0	1	0
MIR4632	0	0	0	0	0	0	0	0
MIR4633	0	0	1	0	1	1	1	0
MIR4634	0	0	1	2	2	1	0	0
MIR4635	0	0	0	1	0	0	0	0
MIR4636	0	1	0	0	0	0	0	1
MIR4637	0	0	0	1	0	0	1	0
MIR4638	0	1	1	0	0	0	0	0
MIR4639	0	3	0	2	5	2	1	2
MIR4640	0	0	0	1	1	0	0	0
MIR4641	0	0	0	0	0	0	0	0
MIR4642	1	0	3	0	3	1	0	0
MIR4643	0	0	0	0	1	0	0	0
MIR4644	2	6	8	15	12	7	2	1
MIR4645	0	0	0	0	0	0	0	0
MIR4646	0	1	0	0	0	0	0	1
MIR4647	0	0	0	0	0	0	0	0
MIR4648	0	1	1	0	0	2	1	0
MIR4649	0	0	0	0	0	0	0	0
MIR4650-1	0	0	0	0	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0	0
MIR4651	0	0	0	1	0	1	0	0
MIR4652	0	0	0	0	0	0	0	1
MIR4653	2	0	0	4	4	3	5	4
MIR4654	0	2	24	29	10	23	8	6
MIR4655	0	0	2	1	0	0	1	0
MIR4656	0	1	0	1	0	0	0	0
MIR4658	0	0	0	1	0	0	0	0
MIR4659A	4	1	2	1	1	1	4	0
MIR4659B	0	0	0	0	0	0	0	0
MIR4660	0	0	0	1	0	0	0	0
MIR4661	0	2	3	1	0	0	1	1
MIR4663	2	0	0	0	0	0	0	0
MIR4664	29	19	31	32	30	35	31	16
MIR4665	0	3	0	2	1	1	3	1
MIR4666A	3	3	1	4	1	5	2	2
MIR4667	0	0	0	0	0	0	0	0
MIR4668	7	10	3	13	5	2	0	0
MIR4669	0	2	0	0	2	2	0	1
MIR4670	0	1	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0
MIR4672	1	0	0	0	0	2	0	0
MIR4673	0	0	1	0	0	0	0	0
MIR4674	0	0	0	0	1	0	0	0
MIR4675	0	0	0	0	0	0	0	0
MIR4676	1	3	2	4	0	2	1	0
MIR4677	10	8	21	21	24	15	2	7
MIR4678	1	3	2	6	3	3	2	0
MIR4679-1	0	0	0	1	0	1	0	0
MIR4679-2	0	0	0	0	0	0	0	0
MIR4680	0	0	0	0	0	0	0	0
MIR4681	0	0	0	0	0	0	0	0
MIR4682	0	0	0	0	0	0	1	0
MIR4684	0	0	0	1	1	0	0	0
MIR4685	0	0	0	0	2	3	1	0
MIR4686	0	0	0	0	0	0	0	0
MIR4687	0	0	0	0	0	0	0	0
MIR4688	0	0	1	1	1	1	0	0
MIR4689	2	0	0	0	1	0	0	1
MIR4690	0	0	0	0	0	0	0	0
MIR4691	4	1	0	2	4	3	1	2
MIR4692	0	1	0	0	0	2	1	0
MIR4693	0	0	0	0	0	0	0	0
MIR4694	0	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0	0
MIR4696	0	0	0	0	0	0	0	0
MIR4697HG	148	84	198	201	198	201	112	90
MIR4698	3	1	1	0	0	1	0	1
MIR4699	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0
MIR4701	0	1	0	0	1	2	1	1
MIR4703	0	0	0	1	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0
MIR4706	1	0	1	0	0	2	0	0
MIR4707	0	0	0	0	0	0	0	0
MIR4708	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0
MIR4710	1	0	1	0	0	0	0	0
MIR4711	0	0	0	0	0	0	0	0
MIR4712	18	15	21	17	19	23	9	7
MIR4713	0	0	0	0	0	0	0	0
MIR4714	24	24	36	48	33	22	29	10
MIR4715	0	0	0	0	0	0	0	0
MIR4716	0	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	0	0
MIR4718	0	0	0	0	0	0	0	0
MIR4719	0	0	0	0	0	0	0	0
